description,_id,size,date,probability_1_class,probability_1_value,probability_2_class,probability_2_value,probability_3_class,probability_3_value,probability_4_class,probability_4_value,probability_5_class,probability_5_value,probability_6_class,probability_6_value,probability_7_class,probability_7_value,probability_8_class,probability_8_value,probability_9_class,probability_9_value,probability_10_class,probability_10_value,probability_11_class,probability_11_value,probability_12_class,probability_12_value,probability_13_class,probability_13_value,probability_14_class,probability_14_value,probability_15_class,probability_15_value,probability_16_class,probability_16_value
 Capta 003,62d249327a2acbde063e8887,4320044,2022-07-15 15:49:40,mechanical/digging,0.852,vehicles/others,0.068,mechanical/impact,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249427a2acbde063e888c,4320044,2022-07-15 15:50:11,mechanical/digging,0.877,mechanical/impact,0.048,animal/others,0.044000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249547a2acbde063e8890,4320044,2022-07-15 15:50:42,mechanical/digging,0.769,humans/others,0.126,mechanical/impact,0.031,vehicles/airborne,0.018000000000000002,animal/dog,0.013000000000000001,environmental/waves,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249617a2acbde063e8894,4320044,2022-07-15 15:51:13,mechanical/digging,0.838,mechanical/impact,0.10099999999999999,animal/others,0.03,vehicles/airborne,0.01,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249717a2acbde063e8898,4320044,2022-07-15 15:51:44,vehicles/others,0.745,mechanical/digging,0.106,vehicles/airborne,0.087,environmental/waves,0.019,animal/others,0.017,environmental/wind,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249957a2acbde063e88a2,4320044,2022-07-15 15:52:46,mechanical/digging,0.569,vehicles/airborne,0.157,animal/others,0.08900000000000001,humans/others,0.051,mechanical/impact,0.025,environmental/waves,0.024,mechanical/air_conditioner,0.022000000000000002,animal/bird,0.015,mechanical/others,0.012,vehicles/others,0.011000000000000001,,,,,,,,,,,,
 Capta 003,62d249a17a2acbde063e88a5,4320044,2022-07-15 15:53:16,mechanical/digging,0.9209999999999999,mechanical/impact,0.031,humans/others,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249b07a2acbde063e88aa,4320044,2022-07-15 15:53:47,mechanical/digging,0.9059999999999999,vehicles/others,0.051,vehicles/airborne,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249c07a2acbde063e88ae,4320044,2022-07-15 15:54:18,mechanical/digging,0.456,vehicles/others,0.44,environmental/waves,0.040999999999999995,vehicles/airborne,0.03,mechanical/impact,0.012,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d249c57a2acbde063e88b0,4320044,2022-07-08 15:04:42,alerts/horns,0.953,mechanical/others,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249d07a2acbde063e88b3,4320044,2022-07-15 15:54:49,mechanical/digging,0.747,animal/others,0.124,vehicles/others,0.038,vehicles/airborne,0.03,mechanical/impact,0.021,humans/others,0.02,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d249df7a2acbde063e88b7,4320044,2022-07-15 15:55:20,mechanical/digging,0.7190000000000001,animal/others,0.188,mechanical/impact,0.027999999999999997,vehicles/airborne,0.024,animal/bird,0.01,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d249e37a2acbde063e88b8,8640044,2022-07-15 17:00:42,alerts/horns,0.22699999999999998,mechanical/air_conditioner,0.185,humans/others,0.162,mechanical/explosives,0.125,mechanical/others,0.092,alerts/siren,0.077,animal/others,0.038,mechanical/impact,0.022000000000000002,Music/music,0.02,environmental/others,0.016,mechanical/digging,0.013999999999999999,animal/dog,0.013999999999999999,,,,,,,,
 Capta 003,62d249ea7a2acbde063e88ba,4320044,2022-07-15 15:55:51,mechanical/digging,0.365,vehicles/others,0.249,vehicles/airborne,0.195,mechanical/impact,0.092,mechanical/others,0.05,environmental/waves,0.013999999999999999,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d249f07a2acbde063e88bb,8640044,2022-07-15 17:04:44,alerts/horns,0.264,mechanical/explosives,0.222,humans/others,0.129,mechanical/others,0.10400000000000001,mechanical/air_conditioner,0.064,mechanical/digging,0.064,alerts/siren,0.040999999999999995,mechanical/impact,0.035,animal/others,0.027000000000000003,Music/music,0.018000000000000002,animal/dog,0.013999999999999999,environmental/others,0.011000000000000001,,,,,,,,
 Capta 003,62d249f97a2acbde063e88bd,4320044,2022-07-15 15:56:22,mechanical/digging,0.86,environmental/waves,0.07,mechanical/impact,0.05,vehicles/airborne,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24a087a2acbde063e88c2,4320044,2022-07-15 15:56:52,mechanical/digging,0.877,mechanical/impact,0.059000000000000004,environmental/waves,0.035,vehicles/airborne,0.015,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24a117a2acbde063e88c4,8640044,2022-07-15 17:08:46,animal/others,0.215,environmental/wind,0.174,environmental/others,0.16399999999999998,humans/others,0.161,mechanical/air_conditioner,0.057,Music/music,0.052000000000000005,environmental/rain,0.044000000000000004,vehicles/airborne,0.036000000000000004,mechanical/others,0.033,animal/bird,0.028999999999999998,alerts/siren,0.01,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24a1e7a2acbde063e88c8,8640044,2022-07-15 17:12:49,animal/others,0.371,animal/dog,0.266,environmental/wind,0.10800000000000001,humans/others,0.091,environmental/others,0.055,animal/bird,0.04,mechanical/air_conditioner,0.035,environmental/rain,0.012,,,,,,,,,,,,,,,,
 Capta 003,62d24a257a2acbde063e88c9,4320044,2022-07-15 15:57:54,mechanical/digging,0.804,vehicles/others,0.069,vehicles/airborne,0.034,mechanical/impact,0.03,humans/others,0.019,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24a2d7a2acbde063e88cc,4320044,2022-07-08 15:11:54,alerts/horns,0.677,Music/music,0.14400000000000002,alerts/bells,0.047,environmental/others,0.046,mechanical/air_conditioner,0.025,animal/others,0.017,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24a367a2acbde063e88ce,4320044,2022-07-15 15:58:25,mechanical/digging,0.805,humans/others,0.07200000000000001,mechanical/impact,0.028999999999999998,animal/others,0.02,Music/music,0.015,vehicles/airborne,0.013000000000000001,vehicles/others,0.012,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24a3e7a2acbde063e88d0,8640044,2022-07-15 17:16:51,animal/others,0.46799999999999997,mechanical/air_conditioner,0.124,animal/dog,0.109,humans/others,0.10800000000000001,environmental/others,0.051,animal/bird,0.05,environmental/wind,0.04,Music/music,0.027000000000000003,,,,,,,,,,,,,,,,
 Capta 003,62d24a427a2acbde063e88d2,4320044,2022-07-15 15:58:56,mechanical/digging,0.764,vehicles/airborne,0.11,environmental/waves,0.032,mechanical/impact,0.027999999999999997,humans/others,0.022000000000000002,animal/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24a497a2acbde063e88d4,8640044,2022-07-15 17:18:52,environmental/wind,0.326,animal/others,0.172,mechanical/others,0.10800000000000001,environmental/others,0.086,environmental/rain,0.07,humans/others,0.065,animal/dog,0.04,animal/bird,0.038,mechanical/air_conditioner,0.034,alerts/siren,0.022000000000000002,Music/music,0.012,vehicles/airborne,0.011000000000000001,,,,,,,,
 Capta 003,62d24a4f7a2acbde063e88d5,4320044,2022-07-15 15:59:27,mechanical/digging,0.418,mechanical/impact,0.23800000000000002,vehicles/others,0.19399999999999998,mechanical/others,0.066,mechanical/air_conditioner,0.03,environmental/waves,0.015,alerts/siren,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 003,62d24a5c7a2acbde063e88d9,4320044,2022-07-15 15:59:58,mechanical/digging,0.72,mechanical/air_conditioner,0.08,mechanical/impact,0.059000000000000004,vehicles/airborne,0.035,vehicles/others,0.033,humans/others,0.027000000000000003,environmental/waves,0.02,,,,,,,,,,,,,,,,,,
 Capta 003,62d24a787a2acbde063e88e1,4320044,2022-07-15 16:00:59,mechanical/digging,0.386,vehicles/airborne,0.24100000000000002,environmental/waves,0.081,mechanical/air_conditioner,0.076,humans/others,0.057999999999999996,vehicles/others,0.053,mechanical/others,0.024,mechanical/cutting,0.019,environmental/rain,0.015,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24a907a2acbde063e88e7,8640044,2022-07-15 17:25:57,environmental/wind,0.623,environmental/rain,0.10800000000000001,mechanical/others,0.107,vehicles/others,0.08199999999999999,mechanical/air_conditioner,0.052000000000000005,mechanical/impact,0.013999999999999999,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24a937a2acbde063e88e8,4320044,2022-07-15 16:03:13,mechanical/digging,0.302,vehicles/others,0.27,mechanical/impact,0.24600000000000002,environmental/waves,0.05,vehicles/airborne,0.043,mechanical/air_conditioner,0.028999999999999998,mechanical/others,0.013999999999999999,humans/others,0.013000000000000001,,,,,,,,,,,,,,,,
 Capta 003,62d24aa47a2acbde063e88ec,4320044,2022-07-15 16:03:44,mechanical/digging,0.396,vehicles/airborne,0.3,mechanical/impact,0.11599999999999999,environmental/waves,0.057,humans/others,0.043,vehicles/others,0.037000000000000005,mechanical/others,0.023,,,,,,,,,,,,,,,,,,
 Capta 003,62d24ab37a2acbde063e88f0,4320044,2022-07-15 16:04:15,mechanical/digging,0.861,mechanical/impact,0.11199999999999999,mechanical/cutting,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24ab47a2acbde063e88f1,8640044,2022-07-15 17:34:02,Music/music,0.256,mechanical/air_conditioner,0.18,humans/others,0.162,alerts/horns,0.10800000000000001,mechanical/explosives,0.078,animal/others,0.052000000000000005,mechanical/digging,0.045,mechanical/others,0.042,environmental/others,0.026000000000000002,alerts/siren,0.017,mechanical/impact,0.015,animal/dog,0.011000000000000001,,,,,,,,
 Capta 004,62d24ace7a2acbde063e88f8,4320044,2022-07-08 15:23:13,environmental/waves,0.32299999999999995,humans/others,0.154,environmental/others,0.154,mechanical/air_conditioner,0.142,Music/music,0.049,environmental/wind,0.044000000000000004,vehicles/others,0.04,vehicles/airborne,0.025,animal/others,0.019,environmental/rain,0.018000000000000002,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24ae37a2acbde063e88fd,8640044,2022-07-15 17:41:07,environmental/wind,0.348,environmental/rain,0.305,environmental/others,0.142,animal/bird,0.105,animal/others,0.040999999999999995,humans/others,0.017,animal/dog,0.013000000000000001,vehicles/others,0.012,,,,,,,,,,,,,,,,
 Capta 003,62d24aea7a2acbde063e88ff,4320044,2022-07-15 16:12:52,vehicles/others,0.9640000000000001,environmental/wind,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24aee7a2acbde063e8901,4320044,2022-07-08 15:26:18,mechanical/explosives,0.927,mechanical/others,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24af97a2acbde063e8903,4320044,2022-07-15 16:14:56,alerts/horns,0.435,mechanical/others,0.245,mechanical/air_conditioner,0.134,Music/music,0.08,alerts/siren,0.043,environmental/wind,0.025,vehicles/airborne,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62d24b007a2acbde063e8905,4320044,2022-07-08 15:27:20,environmental/waves,0.348,environmental/wind,0.195,environmental/rain,0.168,mechanical/others,0.102,mechanical/air_conditioner,0.069,humans/others,0.039,animal/others,0.023,vehicles/others,0.023,Music/music,0.01,,,,,,,,,,,,,,
 Capta 003,62d24b047a2acbde063e8906,4320044,2022-07-15 16:17:35,environmental/wind,0.284,mechanical/air_conditioner,0.215,vehicles/others,0.182,environmental/others,0.07400000000000001,vehicles/airborne,0.057999999999999996,environmental/rain,0.054000000000000006,animal/others,0.04,humans/others,0.034,Music/music,0.017,mechanical/others,0.015,,,,,,,,,,,,
 Capta 003,62d24b127a2acbde063e8909,4320044,2022-07-15 16:27:52,environmental/wind,0.48200000000000004,vehicles/others,0.21600000000000003,environmental/others,0.135,environmental/waves,0.062,environmental/rain,0.052000000000000005,vehicles/airborne,0.016,humans/others,0.011000000000000001,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,
 Capta 003,62d24b327a2acbde063e8911,4320044,2022-07-15 16:35:07,animal/bird,0.501,animal/dog,0.212,environmental/wind,0.147,vehicles/others,0.03,humans/others,0.03,mechanical/others,0.016,animal/others,0.016,Music/music,0.013999999999999999,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24b767a2acbde063e8925,8640044,2022-07-15 18:01:18,alerts/siren,0.364,mechanical/air_conditioner,0.15,mechanical/others,0.149,alerts/horns,0.14800000000000002,Music/music,0.13699999999999998,mechanical/digging,0.031,animal/dog,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62d24b817a2acbde063e8928,4320044,2022-07-08 15:37:06,alerts/siren,0.867,animal/dog,0.055999999999999994,Music/music,0.016,animal/bird,0.012,animal/others,0.011000000000000001,alerts/horns,0.011000000000000001,mechanical/others,0.01,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24b947a2acbde063e892d,8640044,2022-07-15 18:04:21,mechanical/impact,0.452,mechanical/others,0.111,mechanical/air_conditioner,0.099,animal/dog,0.09300000000000001,mechanical/digging,0.040999999999999995,animal/bird,0.039,animal/others,0.034,environmental/wind,0.031,humans/others,0.03,Music/music,0.017,alerts/siren,0.013000000000000001,alerts/horns,0.011000000000000001,,,,,,,,
 Capta 002 Ubicacion 2,62d24b9e7a2acbde063e8930,8640044,2022-07-15 18:05:22,environmental/wind,0.41200000000000003,environmental/rain,0.308,environmental/others,0.083,animal/dog,0.075,vehicles/others,0.034,animal/others,0.033,animal/bird,0.016,Music/music,0.012,,,,,,,,,,,,,,,,
 Capta 004,62d24bd67a2acbde063e8941,4320044,2022-07-08 15:43:17,environmental/wind,0.212,humans/others,0.20600000000000002,environmental/others,0.155,animal/others,0.1,environmental/rain,0.098,animal/bird,0.055,Music/music,0.049,animal/dog,0.038,mechanical/air_conditioner,0.027999999999999997,vehicles/others,0.016,vehicles/airborne,0.015,alerts/siren,0.013999999999999999,,,,,,,,
 Capta 004,62d24c147a2acbde063e8951,4320044,2022-07-08 15:47:23,Music/music,0.45,humans/others,0.177,alerts/horns,0.174,mechanical/air_conditioner,0.07200000000000001,alerts/siren,0.062,animal/others,0.016,mechanical/others,0.015,vehicles/airborne,0.013999999999999999,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24c1e7a2acbde063e8954,8640044,2022-07-15 18:29:38,Music/music,0.789,mechanical/digging,0.076,humans/others,0.044000000000000004,mechanical/impact,0.043,alerts/horns,0.021,alerts/siren,0.018000000000000002,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24c227a2acbde063e8955,4320044,2022-07-08 15:48:25,alerts/siren,0.698,mechanical/others,0.26899999999999996,mechanical/air_conditioner,0.013000000000000001,animal/bird,0.012,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24c387a2acbde063e895b,4320044,2022-07-15 17:01:58,environmental/wind,0.365,environmental/rain,0.212,mechanical/air_conditioner,0.125,vehicles/others,0.115,mechanical/others,0.06,environmental/waves,0.049,humans/others,0.016,mechanical/impact,0.013000000000000001,Music/music,0.011000000000000001,animal/others,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62d24c597a2acbde063e8965,4320044,2022-07-08 15:52:32,alerts/siren,0.457,mechanical/others,0.235,animal/dog,0.179,animal/bird,0.063,mechanical/air_conditioner,0.032,alerts/horns,0.023,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24c617a2acbde063e8966,4320044,2022-07-08 15:53:34,environmental/wind,0.218,vehicles/airborne,0.19399999999999998,mechanical/air_conditioner,0.18100000000000002,environmental/others,0.127,humans/others,0.065,mechanical/others,0.05,environmental/rain,0.048,environmental/waves,0.032,animal/others,0.028999999999999998,alerts/siren,0.012,Music/music,0.011000000000000001,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24c637a2acbde063e8968,8640044,2022-07-15 18:40:44,environmental/wind,0.39799999999999996,environmental/rain,0.21899999999999997,mechanical/others,0.174,vehicles/others,0.087,mechanical/air_conditioner,0.037000000000000005,vehicles/airborne,0.026000000000000002,mechanical/impact,0.019,animal/others,0.013999999999999999,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24c787a2acbde063e896d,8640044,2022-07-15 18:42:45,environmental/wind,0.37200000000000005,vehicles/airborne,0.17800000000000002,mechanical/air_conditioner,0.13,mechanical/others,0.092,animal/others,0.068,vehicles/others,0.04,environmental/rain,0.025,humans/others,0.023,environmental/others,0.02,mechanical/impact,0.017,animal/dog,0.012,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24c817a2acbde063e896e,8640044,2022-07-15 18:43:46,mechanical/impact,0.655,mechanical/others,0.22699999999999998,mechanical/air_conditioner,0.067,alerts/horns,0.013000000000000001,mechanical/digging,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24c8f7a2acbde063e8972,8640044,2022-07-15 18:44:46,mechanical/digging,0.29,mechanical/impact,0.20800000000000002,mechanical/others,0.161,vehicles/others,0.08900000000000001,Music/music,0.079,alerts/horns,0.042,mechanical/cutting,0.033,alerts/siren,0.027000000000000003,environmental/rain,0.018000000000000002,humans/others,0.013999999999999999,vehicles/airborne,0.013000000000000001,mechanical/air_conditioner,0.011000000000000001,,,,,,,,
 Capta 004,62d24c9e7a2acbde063e8976,4320044,2022-07-08 15:56:39,Music/music,0.642,humans/others,0.21,alerts/horns,0.08199999999999999,animal/others,0.03,environmental/others,0.017,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24cac7a2acbde063e897a,4320044,2022-07-15 17:19:42,vehicles/others,0.629,mechanical/air_conditioner,0.215,Music/music,0.08900000000000001,humans/others,0.057,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24cc77a2acbde063e8982,4320044,2022-07-15 17:21:35,mechanical/explosives,0.708,humans/others,0.231,environmental/others,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24cd97a2acbde063e8987,4320044,2022-07-15 17:23:22,alerts/horns,0.5579999999999999,mechanical/air_conditioner,0.124,mechanical/impact,0.078,mechanical/digging,0.062,Music/music,0.047,mechanical/others,0.027000000000000003,humans/others,0.026000000000000002,alerts/siren,0.026000000000000002,animal/others,0.019,animal/dog,0.012,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24d3e7a2acbde063e89a2,8640044,2022-07-15 19:01:56,environmental/wind,0.619,vehicles/others,0.132,animal/dog,0.11599999999999999,environmental/rain,0.085,humans/others,0.017,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24d507a2acbde063e89a7,4320044,2022-07-15 17:40:42,mechanical/cutting,0.715,Music/music,0.073,vehicles/airborne,0.054000000000000006,mechanical/digging,0.049,mechanical/air_conditioner,0.037000000000000005,mechanical/others,0.031,alerts/horns,0.027999999999999997,,,,,,,,,,,,,,,,,,
 Capta 003,62d24d5e7a2acbde063e89aa,4320044,2022-07-15 17:41:59,vehicles/others,0.981,environmental/wind,0.013999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24d8c7a2acbde063e89b6,8640044,2022-07-15 19:07:59,environmental/wind,0.223,mechanical/air_conditioner,0.21600000000000003,mechanical/others,0.18,environmental/rain,0.105,vehicles/others,0.07,environmental/others,0.062,humans/others,0.031,mechanical/impact,0.027999999999999997,animal/others,0.027000000000000003,vehicles/airborne,0.02,animal/dog,0.01,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24d977a2acbde063e89ba,8640044,2022-07-15 19:09:00,environmental/wind,0.36200000000000004,humans/others,0.337,animal/others,0.135,vehicles/airborne,0.023,environmental/rain,0.022000000000000002,mechanical/others,0.02,alerts/siren,0.019,animal/dog,0.013999999999999999,Music/music,0.013999999999999999,animal/bird,0.013000000000000001,environmental/waves,0.012,mechanical/air_conditioner,0.012,,,,,,,,
 Capta 004,62d24dff7a2acbde063e89d5,4320044,2022-07-08 16:25:27,Music/music,0.312,humans/others,0.139,mechanical/air_conditioner,0.135,alerts/siren,0.125,animal/others,0.062,environmental/others,0.04,mechanical/others,0.037000000000000005,vehicles/airborne,0.03,alerts/horns,0.027999999999999997,environmental/rain,0.022000000000000002,mechanical/digging,0.019,mechanical/impact,0.017,animal/bird,0.012,,,,,,
 Capta 002 Ubicacion 2,62d24e0f7a2acbde063e89d9,8640044,2022-07-15 19:19:06,environmental/wind,0.27699999999999997,animal/others,0.21600000000000003,mechanical/others,0.172,mechanical/air_conditioner,0.102,environmental/rain,0.065,environmental/others,0.049,vehicles/airborne,0.035,mechanical/impact,0.023,vehicles/others,0.017,Music/music,0.012,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24e1b7a2acbde063e89de,8640044,2022-07-15 19:20:06,vehicles/others,0.518,environmental/wind,0.267,mechanical/others,0.069,environmental/rain,0.057999999999999996,mechanical/air_conditioner,0.025,humans/others,0.021,vehicles/airborne,0.015,,,,,,,,,,,,,,,,,,
 Capta 004,62d24e207a2acbde063e89df,4320044,2022-07-08 16:29:03,Music/music,0.381,humans/others,0.361,alerts/horns,0.111,alerts/siren,0.033,mechanical/air_conditioner,0.028999999999999998,environmental/others,0.025,mechanical/impact,0.01,mechanical/others,0.01,,,,,,,,,,,,,,,,
 Capta 004,62d24e2b7a2acbde063e89e2,4320044,2022-07-08 16:29:34,animal/bird,0.9620000000000001,humans/others,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24e347a2acbde063e89e4,4320044,2022-07-08 16:30:05,Music/music,0.46399999999999997,mechanical/air_conditioner,0.28600000000000003,mechanical/impact,0.163,vehicles/airborne,0.026000000000000002,alerts/horns,0.016,alerts/siren,0.013000000000000001,mechanical/others,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62d24e537a2acbde063e89eb,4320044,2022-07-08 16:31:37,mechanical/impact,0.198,mechanical/digging,0.19699999999999998,mechanical/air_conditioner,0.133,alerts/horns,0.11199999999999999,Music/music,0.08800000000000001,mechanical/others,0.07200000000000001,animal/bird,0.039,environmental/others,0.037000000000000005,humans/others,0.033,animal/others,0.027999999999999997,alerts/siren,0.016,vehicles/airborne,0.015,,,,,,,,
 Capta 003,62d24e587a2acbde063e89ec,4320044,2022-07-15 18:19:57,vehicles/others,0.512,environmental/wind,0.174,mechanical/air_conditioner,0.141,mechanical/others,0.09,humans/others,0.024,environmental/others,0.015,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24e677a2acbde063e89f0,4320044,2022-07-15 18:21:01,vehicles/others,0.875,mechanical/air_conditioner,0.045,environmental/wind,0.033,mechanical/others,0.016,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24e747a2acbde063e89f4,4320044,2022-07-15 18:22:14,environmental/wind,0.5579999999999999,vehicles/others,0.325,mechanical/air_conditioner,0.045,vehicles/airborne,0.027000000000000003,mechanical/others,0.017,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24e807a2acbde063e89f6,4320044,2022-07-08 16:35:44,mechanical/impact,0.16399999999999998,humans/others,0.154,mechanical/air_conditioner,0.136,vehicles/airborne,0.13,mechanical/others,0.11699999999999999,Music/music,0.063,alerts/horns,0.06,mechanical/digging,0.047,alerts/siren,0.039,environmental/rain,0.035,environmental/others,0.017,environmental/wind,0.013000000000000001,animal/others,0.012,,,,,,
 Capta 003,62d24eaa7a2acbde063e8a01,4320044,2022-07-15 18:28:34,mechanical/digging,0.428,mechanical/air_conditioner,0.34,mechanical/cutting,0.138,Music/music,0.043,humans/others,0.03,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24ec17a2acbde063e8a07,4320044,2022-07-15 18:30:23,mechanical/cutting,0.374,mechanical/digging,0.298,mechanical/air_conditioner,0.28,mechanical/impact,0.034,vehicles/airborne,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24ec27a2acbde063e8a08,4320044,2022-07-08 16:40:22,Music/music,0.331,humans/others,0.262,mechanical/air_conditioner,0.095,animal/others,0.09300000000000001,environmental/others,0.046,mechanical/others,0.033,alerts/siren,0.031,vehicles/airborne,0.024,environmental/wind,0.018000000000000002,alerts/horns,0.015,environmental/rain,0.015,environmental/waves,0.012,,,,,,,,
 Capta 004,62d24ed67a2acbde063e8a0d,4320044,2022-07-08 16:41:54,animal/bird,0.9670000000000001,humans/others,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24ee37a2acbde063e8a10,4320044,2022-07-15 18:34:30,vehicles/others,0.29100000000000004,environmental/others,0.21100000000000002,mechanical/air_conditioner,0.16399999999999998,humans/others,0.131,Music/music,0.102,environmental/rain,0.017,vehicles/airborne,0.017,alerts/siren,0.01,,,,,,,,,,,,,,,,
 Capta 004,62d24ee67a2acbde063e8a11,4320044,2022-07-08 16:42:56,alerts/horns,0.516,Music/music,0.302,humans/others,0.098,animal/dog,0.026000000000000002,environmental/others,0.021,animal/others,0.019,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24eef7a2acbde063e8a14,4320044,2022-07-15 18:35:17,vehicles/others,0.536,Music/music,0.272,humans/others,0.067,animal/others,0.026000000000000002,animal/dog,0.025,animal/bird,0.018000000000000002,mechanical/digging,0.016,alerts/bells,0.01,,,,,,,,,,,,,,,,
 Capta 004,62d24efe7a2acbde063e8a17,4320044,2022-07-08 16:44:59,alerts/siren,0.863,alerts/horns,0.12300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24f007a2acbde063e8a18,4320044,2022-07-15 18:36:02,vehicles/others,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24f0d7a2acbde063e8a1b,4320044,2022-07-15 18:37:36,vehicles/others,0.708,mechanical/digging,0.08800000000000001,mechanical/air_conditioner,0.076,animal/bird,0.037000000000000005,mechanical/cutting,0.035,mechanical/impact,0.017,humans/others,0.01,,,,,,,,,,,,,,,,,,
 Capta 003,62d24f1a7a2acbde063e8a1f,4320044,2022-07-15 18:39:16,vehicles/others,0.37200000000000005,animal/bird,0.203,alerts/siren,0.14800000000000002,humans/others,0.1,Music/music,0.044000000000000004,animal/others,0.035,mechanical/digging,0.033,environmental/wind,0.02,animal/dog,0.018000000000000002,mechanical/air_conditioner,0.01,,,,,,,,,,,,
 Capta 003,62d24f287a2acbde063e8a22,4320044,2022-07-15 18:39:51,animal/others,0.6990000000000001,humans/others,0.154,animal/dog,0.052000000000000005,mechanical/air_conditioner,0.05,vehicles/others,0.025,Music/music,0.01,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24f527a2acbde063e8a2d,4320044,2022-07-15 18:42:15,vehicles/others,0.6509999999999999,humans/others,0.08199999999999999,mechanical/air_conditioner,0.08,Music/music,0.068,mechanical/impact,0.027999999999999997,alerts/siren,0.018000000000000002,mechanical/others,0.015,vehicles/airborne,0.015,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24f717a2acbde063e8a35,8640044,2022-07-15 19:53:27,environmental/wind,0.581,environmental/rain,0.23199999999999998,vehicles/others,0.08,environmental/others,0.032,animal/others,0.021,environmental/waves,0.015,,,,,,,,,,,,,,,,,,,,
